id_shop	id_product
426947870	13146459465
426947870	13246448219
426947870	12946772260
426947870	12446773915
426947870	12946462293
426947870	12246753725
426947870	9663122163
426947870	11769716446
426947870	11610203454
426947870	11909044328
426947870	9763115761
426947870	9663122424
426947870	11309044649
426947870	9864988978
426947870	11469725199
426947870	15607045587
426947870	15507041558
426947870	15407044723
426947870	14907042817
426947870	14707040235
426947870	14507063421
426947870	14507063116
426947870	13954982475
426947870	13554988053
426947870	13554977371
426947870	11074548114
194571464	7905082799
194571464	7205083124
194571464	7341855770
194571464	6105083571
194571464	6105082464
194571464	7618997727
194571464	7835765712
194571464	7286621055
194571464	6551367677
194571464	6105083552
194571464	4217627285
194571464	7517699798
194571464	7205083121
194571464	3409519758
194571464	7733844449
194571464	4905082470
194571464	4347412456
194571464	6017313468
194571464	5240982934
194571464	6847336172
194571464	4041297103
194571464	7409424590
194571464	7409424555
194571464	4116671676
194571464	5648990583
194571464	5558781384
194571464	7205083123
194571464	5038350086
194571464	6344406385
194571464	6205083505
194571464	7841297317
194571464	4748304271
194571464	8939237880
194571464	7792878105
194571464	6287413083
194571464	6845941788
194571464	7205083159
194571464	7140775874
194571464	9333722804
194571464	7905082792
194571464	7205083113
194571464	6105083594
194571464	11313732424
194571464	8051764099
194571464	3142334758
194571464	6105083563
194571464	7409424573
194571464	7409424534
194571464	11206376019
194571464	6279499038
194571464	3789482279
194571464	6141888992
194571464	5939153112
194571464	6205083501
194571464	4092938406
194571464	3282532341
194571464	7409424538
194571464	5545327910
194571464	5376837568
194571464	5174061358
194571464	5541299945
194571464	5437078373
194571464	8912058523
194571464	3239380370
194571464	10312584946
194571464	4839217075
194571464	3409519752
194571464	7339215119
194571464	5649268534
194571464	4676803687
194571464	6188853208
194571464	6105083556
194571464	7576712124
194571464	6547957141
194571464	3674167078
194571464	7578223409
194571464	11769878614
194571464	8624894553
194571464	3939313333
194571464	7831645344
194571464	3409519700
194571464	5005082462
194571464	5617116072
194571464	4643131382
194571464	13310524232
194571464	4271359408
194571464	9840902568
194571464	6716395031
194571464	5005082444
194571464	7969332462
194571464	5751506869
194571464	5684475658
194571464	5517323253
194571464	10254870574
194571464	4341878256
194571464	9421063337
194571464	8417868394
194571464	13020338738
194571464	4045868120
194571464	10403257294
194571464	4840983175
194571464	3158264840
194571464	6868470505
194571464	7642153804
194571464	4045496550
194571464	7241874615
194571464	3586258082
194571464	4449271182
194571464	4987671226
194571464	3409519739
194571464	10511014050
194571464	6271378472
194571464	11757105551
194571464	7409424594
194571464	9252833572
194571464	4953192137
194571464	12750932602
194571464	6445937511
194571464	4537332947
194571464	4342157170
194571464	7756220993
194571464	7082755803
194571464	6138411728
194571464	7245883354
194571464	6888809741
194571464	7245499520
194571464	13346716733
194571464	4487227625
194571464	2964949370
194571464	8975330857
194571464	10652307712
194571464	6354654977
194571464	7086166005
194571464	7831570769
194571464	10654736848
194571464	6185792161
194571464	5955188500
194571464	9668329933
194571464	10759928747
194571464	10801837348
194571464	4687543398
194571464	6345500224
194571464	6592821985
194571464	11803766059
194571464	12035528827
194571464	9161061791
194571464	6592813220
194571464	9411946939
194571464	4892280709
194571464	13652042570
194571464	13925220798
194571464	12045385066
194571464	8653360847
194571464	11572660907
194571464	12442872603
194571464	15600913241
194571464	11654890480
194571464	6893153597
194571464	11706119981
194571464	8560568180
194571464	11673151265
194571464	11157704784
194571464	11472215286
194571464	8843507912
194571464	12037478618
194571464	10157732487
194571464	6286166296
194571464	14601962389
194571464	12550928234
194571464	11766061664
194571464	13446737580
194571464	14101672947
194571464	13652529094
194571464	10473580208
194571464	13852850102
194571464	15501940979
194571464	4686125429
194571464	15701964391
194571464	12353298278
194571464	14501961223
194571464	13345859709
194571464	12250534148
194571464	8943522865
194571464	15805315829
194571464	12554546249
194571464	14006130766
194571464	15806147424
194571464	15206132104
194571464	14806122110
194571464	13854792828
194571464	13754541733
194571464	12854560814
194571464	11274295944
194571464	10574295625
156756262	2596059381
156756262	2776547554
156756262	2451442564
156756262	3134325577
156756262	2435870964
156756262	11953326344
156756262	2639273645
156756262	2596590599
156756262	5120607408
156756262	2655486732
156756262	6977989428
156756262	5610578165
156756262	7910966586
156756262	2478322919
156756262	6219143788
156756262	2594470616
156756262	4860136110
156756262	2602374801
156756262	2663027957
156756262	4112802347
156756262	7233119210
156756262	7610953358
156756262	2602275463
156756262	7612839334
156756262	3921065075
156756262	2614505283
156756262	9388369430
156756262	4204964055
156756262	2684116265
156756262	2776336316
156756262	2893453798
156756262	2893350196
156756262	7606843891
156756262	8040649187
156756262	3963125961
156756262	2398486106
156756262	7100304018
156756262	5462382396
156756262	9180084339
156756262	3810553483
156756262	2577292361
156756262	7731476865
156756262	7410961350
156756262	2405210840
156756262	2397210791
156756262	6517713570
156756262	6961910615
156756262	5366904521
156756262	2614182834
156756262	2492940172
156756262	3256203007
156756262	3900396304
156756262	6969165529
156756262	4328066715
156756262	7673402282
156756262	7134446201
156756262	2670818252
156756262	5775956428
156756262	2556567047
156756262	8205189098
156756262	8611194797
156756262	5506069228
156756262	2813240128
156756262	2718249509
156756262	2488911083
156756262	7078744309
156756262	2699399055
156756262	2437540058
156756262	3377564409
156756262	2556706619
156756262	7901807468
156756262	2405214078
156756262	5434313304
156756262	6460048585
156756262	8017322418
156756262	11821469669
156756262	3632934861
156756262	2677950563
156756262	6556373340
156756262	7144387179
156756262	3360682156
156756262	3305769236
156756262	2492364239
156756262	6463594368
156756262	6532974422
156756262	4960974740
156756262	4859592385
156756262	7656485075
156756262	2492158044
156756262	2436878196
156756262	4334308029
156756262	3520939627
156756262	8988864747
156756262	3828535803
156756262	6778774747
156756262	2656368092
156756262	2396907919
156756262	2556406643
156756262	2391758177
156756262	2614101152
156756262	5056378425
156756262	11953157948
156756262	2650694817
156756262	2398264396
156756262	2589042115
156756262	3760431842
156756262	6973082186
156756262	3556072363
156756262	3632052510
156756262	9788489607
156756262	6031477419
156756262	2588849185
156756262	6732521884
156756262	2386109404
156756262	2813270306
156756262	2662390354
156756262	9212798504
156756262	7400814733
156756262	6861613496
156756262	4183006287
156756262	5020987387
156756262	4525328169
156756262	5078616029
156756262	2732928600
156756262	3685527401
156756262	2545273945
156756262	5262453228
156756262	6932860535
156756262	3621871767
156756262	4569359764
156756262	3631928680
156756262	2656411597
156756262	3973508621
156756262	9710258147
156756262	2826910249
156756262	7110100426
156756262	10310081909
156756262	4021745302
156756262	9916162848
156756262	6928516150
156756262	6932957752
156756262	3424728421
156756262	6532831209
156756262	4761821555
156756262	7731830722
156756262	4519271702
156756262	7606204959
156756262	7481074006
156756262	4764362879
156756262	2391935963
156756262	7334323633
156756262	2827005991
156756262	5932491015
156756262	2596354942
156756262	8901411446
156756262	2809140549
156756262	7335077598
156756262	2514043401
156756262	2763762312
156756262	3760694658
156756262	13145678763
156756262	2534628655
156756262	7810961913
156756262	7260573283
156756262	6391444994
156756262	6905426698
156756262	9511195352
156756262	2616190534
156756262	11802149130
156756262	7962047800
156756262	2813367504
156756262	9030483725
156756262	5878779451
156756262	2520496768
156756262	8488850572
156756262	13522015055
156756262	3000084183
156756262	2657071655
156756262	2402797582
156756262	13106486970
156756262	3833314788
156756262	4423266296
156756262	3733210944
156756262	3776347285
156756262	6624696120
156756262	2916106915
156756262	10026253316
156756262	6162448350
156756262	4433003191
156756262	4733217615
156756262	2619715063
156756262	5878790480
156756262	4820607714
156756262	4433471993
156756262	2966986219
156756262	5833460704
156756262	5566926400
156756262	3632073296
156756262	3732504643
156756262	7024236240
156756262	6066882152
156756262	9712076085
156756262	5856785076
156756262	6220510803
156756262	6433310692
156756262	5735926024
156756262	12532255499
156756262	7860112280
156756262	10325025638
156756262	11546934743
156756262	6073088492
156756262	8119366805
156756262	11561670801
156756262	13106720384
156756262	8716250073
156756262	2520307393
156756262	12039721698
156756262	13532231785
156756262	6577339725
156756262	8511542755
156756262	8405654775
156756262	6273374157
156756262	5835929520
156756262	5864083020
156756262	6620623670
156756262	11931525485
156756262	13117358983
156756262	2520426778
156756262	11030423590
156756262	10620542510
156756262	5205677267
156756262	11420191831
156756262	5328171007
156756262	9319767309
156756262	5778577506
156756262	5060039259
156756262	6700820225
156756262	7700810185
156756262	7629416998
156756262	4863024845
156756262	9810740794
156756262	5078861271
156756262	4934484951
156756262	6095406377
156756262	3662004003
156756262	2536425055
156756262	9783126785
156756262	7560561589
156756262	10820779232
156756262	4322316402
156756262	3086743462
156756262	7071383488
156756262	3821084956
156756262	14300596171
156756262	13441617017
156756262	4600825263
156756262	7424257544
156756262	9765881211
156756262	6361612280
156756262	9516982775
156756262	6873392120
156756262	2550210746
156756262	12506498890
156756262	13344552638
156756262	11937782231
156756262	7868976763
156756262	7824205864
156756262	13552856320
156756262	13541308795
156756262	3578095765
156756262	15300251445
156756262	5760582821
156756262	6124185575
156756262	11128016320
156756262	6078021879
156756262	12432237260
156756262	12641666528
156756262	4005754883
156756262	3433219998
156756262	12022036310
156756262	10737784657
156756262	9558572895
156756262	11270223038
156756262	11507465969
156756262	11968642819
156756262	9560578555
156756262	11055526130
156756262	11761684036
156756262	15702131246
156756262	15503852148
156756262	15702026704
156756262	8016889357
156756262	9283962748
156756262	10702151649
156756262	12448854543
156756262	12952893977
156756262	10246940594
156756262	11268648788
156756262	12954499907
156756262	13954908137
14032605	4845283842
14032605	6762892514
14032605	8728994481
14032605	5445289189
14032605	7345284928
14032605	7768369495
14032605	9389996058
14032605	11128841397
14032605	5457998028
14032605	8708653445
14032605	6055644360
14032605	6278666732
14032605	5745283863
14032605	9304312959
14032605	6370725687
14032605	6445383376
14032605	6448660247
14032605	9810636105
14032605	4389636925
14032605	9254960525
14032605	7378133139
14032605	4945555218
14032605	4560418099
14032605	7462277125
14032605	4778129834
14032605	4649100472
14032605	9270382962
14032605	5868926404
14032605	9646843864
14032605	9658027389
14032605	9228056154
14032605	6167896527
14032605	5855367315
14032605	4359725673
14032605	11109448647
14032605	6763503410
14032605	8047888249
14032605	13436018833
14032605	2953027482
14032605	6878112544
14032605	8112088466
14032605	7078172544
14032605	3040209377
14032605	4262898428
14032605	7582412148
14032605	6777770791
14032605	3559666417
14032605	8704905561
14032605	8551371477
14032605	11203590373
14032605	8436666178
14032605	10203594454
14032605	4178159693
14032605	13247743800
14032605	11624112820
